Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
10770,3,0,3,0,1,i hate when bitches get lame &#128078;
10771,3,0,3,0,1,"i hate when bitches keep saying ""yassss like"" like bitch u sound stupid stfu"
10772,3,0,3,0,1,i hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. no nigga. fuck out my inbox
10773,3,0,3,0,1,i hate when bitches post pictures with other cute bitches and don't tag em in it. that's low key very selfish as fuck
10774,3,0,3,0,1,"i hate when bitches say ""bro"" and ""bruh"""
10775,3,0,3,0,1,"i hate when bitches think you expect something in return for buying them a cheap ass gift or food. this is my life, let me live!"
10777,3,1,2,0,1,i hate when bitches try to talk shit with chipped nails
10778,3,2,1,0,0,i hate when black people try and be white so bad ... your a nigger
10779,3,0,3,0,1,i hate when cute ass girls have wack af boyfriends like bitch youre settlling. quit your settling and be with a real nigga
10780,3,1,0,2,2,i hate when females try to sound like bird heads
10781,6,2,4,0,1,"i hate when girls say ""i'm single but my heart is taken"" bitch, that nigga don't love you, hoe. move on."
10782,3,0,3,0,1,"i hate when girls say ""i'm single but my heart is taken"" bitch, that nigga don't love you. move on !!!"
10783,3,1,2,0,1,"i hate when girls say ""forever alone"" like shut up your ""forever a hoe"" not forever alone so shut up before i get your dick breath on me"
10784,3,0,3,0,1,i hate when hoes try to play the wifey roll
10785,3,0,3,0,1,"i hate when hoes tweet about ""hoes""...? okay, that aint hypocritical"
10786,3,0,3,0,1,i hate when i see a cold hoe tryna kick knowledge
10787,3,0,3,0,1,i hate when my best friend gets a new bitch and barely chills with me
10788,3,1,2,0,1,i hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch i fuc wit lol smh
10789,3,1,2,0,1,i hate when people ask if i shoot up!! i don't need that pussy shit to be bigger than you unswole niggas&#128075;
10790,3,0,3,0,1,"i hate when people call me ""mate"". were not in england you fucking twat"
10791,3,1,2,0,1,i hate when people have terrible coping skills and complain too much. oh your mom died? how about you stop being a pussy.
10792,3,0,3,0,1,i hate when people just randomly stop talking to you like give me a reason bitch
10793,3,0,3,0,1,i hate when people organize plans and you end up reaching the destination before them...bitch don't ask me if i'm here
10794,3,2,1,0,0,"i hate when people tell me i have to many tattoos, and they make me look ugly. like bitch fuck you"
10795,3,0,3,0,1,i hate when people tweef and then delete the tweets. like yalls some hoes for that . i'm trying to read them
10796,3,0,3,0,1,"i hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu"
10797,3,0,3,0,1,"i hate when ppl come to my house and make a mess in the bathroom, like bitch do i come to your house and play in the sink? noooo"
10798,3,1,2,0,1,i hate when those little white kids try and act black. like bitch you are white
10799,3,2,1,0,0,i hate when white trash try to act like they're my equal. it only makes it that much clearer how white trash they are.
10800,3,0,3,0,1,i hate yal i'd delete my twitter if i had somethin better to do bitch ass niggas
10801,3,0,0,3,2,i hate yellow jackets can't feel arms and back lol
10802,3,2,1,0,0,i hate you niccas! lol http://t.co/nqsyeqhgoz
10803,3,0,3,0,1,i have 0 hoes &#128588;
10804,3,0,3,0,1,i have a bitch face and a bitch voice to match it so its kinda hard making friends.
10805,3,0,0,3,2,i have a feeling tonight will be trash.
10806,3,0,3,0,1,i have all these extra ass unnecessary clothes &amp; cay wanna act like a lit hoe.
10807,3,0,3,0,1,"i have better things to do, like drive my yellow fucking lamborghini"
10808,3,0,3,0,1,i have finally come to terms with the fact i am at my highest bitch level when i don't eat! #needasnickersanda2piece
10809,3,0,3,0,1,"i have my work done a day after i get it, and everybody else be scramblin' on sunday. this the day of rest bitches.."
10810,3,0,0,3,2,i have never actually seen a yellow duck.
10811,3,1,0,2,2,i have no clothes that make me look like a redneck but i tried my best &#128514;
10812,3,0,3,0,1,i have no hoes man. i don't need those though &#128564;
10813,3,1,2,0,1,i have no respect for people who cheat that shits just retarded
10814,3,0,2,1,1,i have officially earned my right to bitch about things for the next two years! yay!
10815,3,1,2,0,1,i have one more day of fucking school. god nansemond is fucking retarded
10816,3,0,0,3,2,i have really light colored eyebrows naturally and it's not ok
10817,3,0,3,0,1,i have such a horrible perspective of time. i think i might be retarded smh
10818,3,1,2,0,1,i have them bitches runnin wen dat pipe come damn
10819,3,0,0,3,2,i have to dress up tomorrow for mock interviews and i still don't know how to tie the tie &#128530;
10820,3,1,2,0,1,i have to hide these bitches or my sister gets them and eats all of them &#128520;
10821,3,0,3,0,1,"i have to stop using ""bitch"" so often in my everyday conversations"
10822,3,0,3,0,1,"i have to tell you a secret,
""your a stupid hoe"""
10823,3,0,2,1,1,i have yet to understand why so many bytches getting the bull piercing? it's called a septic or something like that ...
10824,3,0,3,0,1,i haven't been called ugly once my whole life tho rt @ayylmaoanod: guys who refer to women as bitches are so ugly to me lmao u disgust me
10825,3,0,0,3,2,i hear the birds in the summer breeze; i drive fast; i am alone at midnight.
10826,3,0,0,3,2,i hear the same thing day in and day out.... its for the birds.
10827,3,0,3,0,1,i heard bitches commit sins for chipotle
10828,3,0,3,0,1,"i heard rumors of a vile, hideous, traitorous bitch named pelosi parading around w/ illegal aliens while vets get the shaft. #bloodboiling"
10829,3,0,3,0,1,i heard she pops pussy on the low
10830,3,0,3,0,1,i heard them same pussy niggas hatin !
10831,3,0,2,1,1,i hit raw while im listening to papoose
10832,3,0,3,0,1,"i honestly don't understand why men love to bash the women that make them feel good. ""she sucked my dick soooo goood. she a ho!"" -__-"
10833,3,0,0,3,2,i hope charlie brought the lube for this test...
10834,3,0,3,0,1,"i hope i trip and fall into some pussy, tunechi"
10835,3,0,3,0,1,i hope out making they moneyy..lol rt @broski5519: aye... whr da hoes at..????
10836,3,0,0,3,2,"i hope the yankees get soriano, shoulda never gave him away for alex rodriguez"
10837,3,0,0,3,2,i hope the trash i talk abt @cnn's poor product doesn't hurt my chances of getting hired as a legal correspondent. i was jk cnn.
10838,3,0,3,0,1,i hope you all accidentally get a fat black bitch pregnant
10839,3,2,1,0,0,i hope you get eye cancer bitch.
10840,3,0,2,1,1,i hope you realize that your both retarded
10841,3,0,3,0,1,"i hope you wrapping it up! give that pussy a break! all them niggas you fuckin, never been on a date &#128553;"
10842,3,0,0,3,2,i hopes dis don't come as a severe shock to use but i'm colored
10843,3,0,0,3,2,i ignore birds
10844,3,1,2,0,1,i impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #koolqueeftribute&#160;
10845,3,0,3,0,1,i jus wanna live good stay fresh and fuck bad bitches! &#128076;&#128175;
10846,3,0,2,1,1,"i jus wanna smoke, rub on a bitch booty n bump ""these days..."""
10847,3,0,3,0,1,i jus wanna watch this last episode of orange is the new black but netflix jus wants to be a bitch &#128530;
10848,3,1,2,0,1,i just be chillin tho .... i don't fuck w/ hoes or hoe niggas so i don't know about how they operate ... maybe i'm wrong
10849,6,2,4,0,1,i just be fucking these bitches these niggas be cuffin these hoes
10850,3,0,3,0,1,i just bitch slapped my brother
10851,3,0,3,0,1,i just bought a bentley and a bitch came wit it
10852,3,0,3,0,1,i just can't date a ghetto ass girl bruh
10853,3,0,2,1,1,i just can't imagine myself being albino haha
10854,6,1,5,0,1,i just caught this fat bitch slippin taking a selfie
10855,3,0,3,0,1,i just cracked my motherfuckin phone god damn i feel like punching a bitch in the motherfuckin throat
10856,3,1,2,0,1,i just dodged a bullet from a crazy bitch
10857,3,1,2,0,1,i just don't get why none of you people talk back to me..i guess you follow me for the #s in hopes i follow back but shit. talk to a cracker
10858,3,0,3,0,1,i just fell in love. just saw the baddest bitch driving a 2014 e350 amg coupe &#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;
10859,3,1,2,0,1,i just fucked an albino. it was weird because it was like a white body impersonating a black voice....... like iggy azalea
10860,3,0,3,0,1,i just getting started oh ya we got it bitch.
10861,4,0,4,0,1,i just got so hype haha lets go!!!! beat the shit out dat pussy ass niqqa
10862,3,0,3,0,1,"i just heard my mom go ""she is up"" v annoyed bitch the fuck you expect i slept for how long and now i'm hungry bye felecia"
10863,3,0,3,0,1,i just herd the most random and. creepiest sound.... da fuck is going on outside my windows... i'm not looking out that bitch.
10864,3,0,3,0,1,"i just love that ""tweaking hoe tweaking hoe song that's the only part i no &#128584; wee be getting money so we ball out some sme sme"
10865,3,0,0,3,2,i just might buy myself an a-rod jersey #newyork #yankees #mlb
10866,3,0,3,0,1,i just might get to these riches i might go broke on these bitches
10867,3,0,0,3,2,i just need the yankees to win the pennant!
10868,3,0,3,0,1,i just need to know what that pussy like so one time is fine with me - drizzy lol
10869,3,0,0,3,2,i just put down a pan of brownies
10870,3,0,3,0,1,"i just read prolly 11 tweets from 11 different girls about how their looong relationship ended today.. daaaamn.. ""yo hoe will get slayed"""
10871,3,0,0,3,2,i just saw a man have a actual conversation with his bird haha
10872,3,0,3,0,1,i just seen a hit bitch call a hit bitch ugly .. that shit be funny ctfu
10873,3,0,3,0,1,i just seen the ugliest bitch in commercial history on monday night football
10874,3,0,3,0,1,i just seen your main bitch i might fuck with her
10876,3,0,3,0,1,i just touched down on that pussy
10877,3,0,0,3,2,i just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so i can go to bed.
10878,3,0,2,1,1,i just wanna fuck bad bitches
10879,3,0,3,0,1,i just wanna get lifted &amp; fuck exotic bitches!
10880,3,1,2,0,1,i just wanna slap a couple of y'all bitches
10881,3,2,1,0,0,i just wanna slit this mf throat
10882,3,0,3,0,1,"i just wanna touch da bitch, fuck da bitch, like a bud don't trust the bitch."
10883,3,0,3,0,1,i just wanna travel the world with my bitches &#128553;
10884,3,0,3,0,1,i just want a girl that'll be a hoe for me that's all
10885,3,0,1,2,2,i just want some oreos &amp; milk honestly. just stop by the store &amp; pick up some on your way back lol
10886,6,1,5,0,1,i just want the bad hoes and i wanna reach the children
10887,3,1,2,0,1,i just want to beat the fuck out of everyone that stares at me like bitch stahp
10888,3,2,1,0,0,i just want to punch you in the throat when you get my order wrong stupid bitch at sonic
10889,3,0,0,3,2,i just want vanilla oreos
10890,3,0,0,3,2,i just whipped up these #homemade #pickled #eggs while home being a cripple... made with #garlic&#8230; http://t.co/0xkfnw3luf
10891,3,0,3,0,1,i just wish i had a girlfriend to come home to after a long night of fuckin wit bitches in the club
10892,3,0,3,0,1,i just wish some females would look in the mirror b4 they hop on social networks &amp; talk down on hoes.
10893,3,0,3,0,1,"i just wrote a dawg ass essay, &amp; was working on the bibliography &amp; my laptop froze. im kill a bitch if it gets lost, cause i hadnt saved it."
10894,3,0,0,3,2,"i keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system."
10895,3,0,2,1,1,i keep seeing hoes call other hoes..hoes i be confused
10896,3,0,3,0,1,"i keep the baddest hoes, stay fresh from head to toe"
10897,3,0,3,0,1,i keep these hoes in check until they bounce
10898,3,0,3,0,1,i knew a new orleans nig would say something crazy lol
10899,3,1,2,0,1,i kno it's upside down cunt http://t.co/qf0exo9m5o
10900,3,0,3,0,1,i know i talk a lot of shit but bitch best believe i can back that shit up.
10901,3,0,1,2,2,"i know i'm a hillbilly, but is there anything better than a big pot of beans and cornbread? little hot sauce on top."
10902,3,0,3,0,1,i know if i don't move out by next year my mom gonna bitch at me the whole time i live with her
10903,3,1,2,0,1,i know og niggaz and bitches
10904,3,0,3,0,1,"i know outback when i see outback, hoe."
10905,3,0,3,0,1,i know a lot of using ass hoes that just want bread an wheels from nigga go grind bitch&#10071;
10906,3,0,3,0,1,i know bitches be mad as shit when they friends borrow their clothes &amp; its a bunch of girls in her ig comments sayin how cute the outfit is
10907,3,0,3,0,1,i know bitches who sell pussy for 3.5's
10908,3,0,3,0,1,"i know how it feels to not have shit, believe me. i was born in the heart of la. it don't get anymore ghetto than that"
10909,3,1,2,0,1,i know im not the only niggah that saw that
10910,3,0,0,3,2,"i know right. get one guy out!! man! @pjmclaugh: you had one job, josh@nobz13 outman! #yankees&#8221;"
10911,3,3,0,0,0,i know righttt rt @dta_87: i hate fat loud bitches
10912,3,0,3,0,1,"i know shit about everybody , i just don't care enough to speak on it but i suggest you bitches watch it forreal ."
10913,3,0,3,0,1,i know some ratchet bitches and they rep the north side
10914,3,0,3,0,1,"i know that karma too real, so i hope you doing cool.. but still stupid ass bitch, i ain't fuckin' w you."
10915,3,0,3,0,1,i know that karma's too real so i hope you doin' cool.. but still stupid ass bitch i ain't fuckin' with you.
10916,3,0,3,0,1,i know these hoes
10917,3,1,2,0,1,i know these niglets heard me screaming &#128514;&#128514;
10918,3,0,3,0,1,i know this one hoe on twitter right now that's catfishin shit !!!!!
10919,3,0,3,0,1,"i know when woods, kofi and big e were forming up, r.truth was like ""ain't that a bitch"" #frohorsemen"
10920,3,0,3,0,1,"i know when bitches discuss me in a group message the words ""asshole"" ""cute"" and ""douche bag"" are abused excessively"
10921,3,0,3,0,1,i know yall bitches tell yall selfs #wwhd what would hustlelinaa do &#128514; cuz yall asses stay following me &#128527;
10922,3,0,3,0,1,i know you bitches is hating on the low. why me tho? its way more niggaz in this world that can afford it.
10923,3,0,3,0,1,i know you seeeeen my faceeeee gon send a bitch maa wayyyy
10924,3,2,1,0,0,i knows y'all white folk only be playin wit me. i colored and i knows my place
10925,3,1,2,0,1,i knw these bitch niggas frm way back... if u was ah pussy in 2000 u ah pussy now!!!
10926,3,0,3,0,1,i l8v3 fuckin wit this nigga he getting all emotional he remind me of my bitch is that you blake (50&#8230; http://t.co/vjcf0r6thu
10927,3,0,3,0,1,i laugh at this bitch
10928,3,0,3,0,1,"i learned that every bad bitch comes wit mood swings just like mortal kombat, liu kang, so true mane"
10929,3,0,0,3,2,i learnt about birds as a child. best time to learn @bbcradio2
10930,3,0,3,0,1,i let all of em go...&#128586; rt @peachpapayya: if u got two hoes u need to let one go
10931,6,0,6,0,1,i let hoes make it too much
10932,3,0,3,0,1,i lied the fair isn't the only place reno girls dress up like cowgirl sluts nitc hash tag bitches
10933,3,2,1,0,0,i like chinese buffets but i hate all the chinks
10934,3,0,0,3,2,i like rivers he talks a lot of trash you can tell he loves the game
10935,3,0,3,0,1,i like a cool bad bitch. she know she sexy but her attitude is like ehh whatever &#128533;&#128530;
10936,3,0,3,0,1,i like a hoe that like a hoe just for my amusement
10937,3,0,3,0,1,i like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol
10938,3,0,3,0,1,i like bad bitches cause they like bad bitches too
10939,3,0,3,0,1,i like bad bitches cause they like bad bitches too &#128525;&#128525;&#128536; hay stunna http://t.co/rn0vrzfl6l
10940,3,0,3,0,1,i like bad bitches thats my fucking problem
10941,3,0,3,0,1,"i like beamers benzes and porches, i like my bitches imported"
10942,3,0,3,0,1,"i like being teased, dont give me the pussy too fast"
10943,3,0,3,0,1,i like bitches that like bitches
10944,3,0,3,0,1,i like bitches with &#128184;
10945,3,0,3,0,1,i like chilling with your bitch and i like fucking her.
10946,3,0,3,0,1,"i like good weed, i like bad bitches that can roll it.."
10947,3,0,3,0,1,i like herbal tea bitches no matter if anyone else does.
10948,3,0,3,0,1,i like how cays mf ass favorited my tweet but didn't text me bacc &#128514; hate that hoe.
10949,3,2,1,0,0,i like how niggas try an come at me and im like do it then bitch and they dont do shit. pussies
10950,3,0,3,0,1,i like it when you call me mcsully i like when bad bitches pour honey on my silky body it's not even the 90s
10951,3,0,3,0,1,"i like it. folks act like the word ""negro"" is the equivalent of porch monkey or spear chucker. it's not. no real&#8230;"
10952,3,0,3,0,1,i like my bitches bad wit a lil attitude
10953,3,0,3,0,1,"i like my bitches simple 
laid back relaxed your mental http://t.co/xyngdzldrb"
10954,3,0,3,0,1,"i like my seat down low and my window slightly cracked, riding wit a bad hoe wit her girlfriend in the back"
10955,6,0,6,0,1,i like saying the word pussy hoe ion no why!!!
10956,3,2,1,0,0,i like taking niggas hoes but i stop doing that &#9995;
10957,3,0,0,3,2,i like the yankees toinight -107 http://t.co/j4rhambu
10958,3,0,3,0,1,i like to butt fuck fine ladies. will i choke hold a bitch? well maybe #55
10959,3,0,0,3,2,"i like to mock apple, but i'm legitimately interested to see what their wearable looks like."
10960,3,0,3,0,1,"i like weed brownies and cookies, im straight but seein crooked, got muh trippy kit hope i trip and fal into some pussy #tunchei"
10961,6,0,0,6,2,"i liked a @youtube video http://t.co/qgnhildttv the sock fairy, a short film"
10962,3,0,3,0,1,"i liked a @youtube video http://t.co/odnpopl2of conor mcgregor trash talking chad mendes: ""i can rest my balls on your forehead"""
10963,3,0,3,0,1,i literally just looked bc this kids a pussy..
10964,3,0,0,3,2,i live for two-bite brownies
10965,3,0,3,0,1,i live in the fast lane bitch
10966,3,0,3,0,1,i look better on your bitch than her outfit on my floor @justinmiculka01 #myboy
10967,3,1,2,0,1,i look like denzel when i tilt my head to the side too bitch
10968,3,0,0,3,2,i look like a dusty bird today..
10969,3,0,3,0,1,i looked retarded
10970,3,0,3,0,1,"i lose ovo followers every year. 100 bitches unfollowed me because of my ""hold on we're going home"" rants. a hoe athem is a hoe anthem"
10971,3,0,3,0,1,i lost all my respect for my brother cause you acting like a straight up bitch
10972,3,0,3,0,1,"i lost it. ""you think you're too good for me? you paper bitch!"" and i fell on the bed and i fell off the bed and i slept on the floor."
10973,3,0,3,0,1,"i lost partners , bitches , money... but i never lost my mind"
10974,3,0,2,1,1,i lost something more important than myself last year so excuse me for being a little selfish bitch &#9996;&#65039;&#128530;
10975,3,0,0,3,2,"i love ""butter"" by atcq, but i'd love it more if q-tip's hook was just looped for three and a half minutes instead of phife's trash verses."
10976,6,1,5,0,1,i love asian bitches
10977,3,0,3,0,1,i love german. i wish nansemonds bitch ass had it
10978,3,0,0,3,2,i love liv when she gets ghetto
10979,3,0,3,0,1,i love a bitch with racks of her own
10980,3,0,3,0,1,i love all my bitches. and im ridin for all my bitches no matter what.
10981,3,2,1,0,0,i love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face asap
10982,3,0,3,0,1,i love bad bitches &#128525;&#128525;&#128525;
10983,3,0,3,0,1,"i love bad bitches it my fucking hobby, and yeah they're on all fours like a fucking doggy.."
10984,3,0,3,0,1,i love bad bitches that's my fuckin problem.
10985,3,0,3,0,1,i love bad bitches thats my fuckin problem forreal real shit i cant even help it
10986,9,3,6,0,1,"i love faggots!!! absolutely love them, especially the ones that can dress to the tea &#128525;&#128525;&#128129;"
10987,6,1,5,0,1,i love fat bitches
10988,3,0,3,0,1,i love fat bitches. that's my fucking problem. @roodee_poo
10989,6,0,6,0,1,i love flirting with money don't no other bitch get my time or my eye&#128527;&#128527;
10990,3,0,0,3,2,i love floating monkey heads as much as the next person but active surplus' website is just redonkulus. http://www.activesurplus.com/
10991,3,2,1,0,0,i love fuckin wit people. i be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose
10992,3,1,2,0,1,i love going to @walmart and looking at #guns with my wife. we talk about them in spanish as the rednecks stare at us and reconsider #2a.
10993,3,0,3,0,1,i love how everybody bitches about heat fans when we win but if they lose all the haters are 10x more obnoxious
10994,3,0,3,0,1,i love how bitches be talkin how the single life is the best life then bitchin and complaining how they need a boyfriend #wtf
10995,3,0,3,0,1,i love how hoes be like omg warped tour yayyyyy #gaaaaaaaaaaaay
10996,3,0,3,0,1,i love how my brother actually tries to understand his girl and see her point of view when they argue instead of being a bitch about it .
10997,3,0,3,0,1,i love how people use twitter to just bitch an complain #fuckyou
10998,3,0,0,3,2,"i love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. why i love us."
10999,3,0,0,3,2,i love jigg jigg&#128514;
11000,3,0,3,0,1,i love living in minnesota. the weather is bad enough for people to bitch about it but we don't have anything serious. stay safe east coast
11001,3,0,0,3,2,i love me some chunky babies &#128525;&#128525;
11002,3,0,3,0,1,"i love me some fresh pussy, all you can eat buffet."
11004,3,0,3,0,1,i love money fuc a bitch i won't stress myself !
11005,3,0,3,0,1,i love my haters they my biggest fans... i'm on the field dem bitches in the stands!!!
11006,3,0,0,3,2,i love the acoustic domes in the hallways. favorite place to sing in public. no lie. http://t.co/g6az9ryubq
11007,3,0,3,0,1,i love these stupid holiday commercials... you thought you were going to get a car? nope bitch you got an ugly ass sweater
11008,6,0,6,0,1,"i love this bitch , he's dear to my heart."
11009,3,0,3,0,1,i love this ho @nerissaloren http://t.co/i5obsnjj
11010,3,0,3,0,1,i love to eat pussy! #love #investment
11011,3,0,3,0,1,i love to feed the pussy
11012,3,0,0,3,2,i love watching birds migrate. wish i understood why it's such a peaceful sight.
11013,3,0,0,3,2,i love wearing fuzzy socks to work
11014,3,0,3,0,1,i love when girls pass up the guys who want something real and to treat them right for the guy who just uses em cuz then they bitch about it
11015,3,0,3,0,1,i love when my friends let me use their phones to stalk the bitch that blocked me on facebook.
11016,3,0,3,0,1,i love when my mom goes to the grocery store until she gets home and i have to carry it all in. then it sucks monkey nuts
11017,3,0,3,0,1,"i love when people bitch about athletes being payed to much.

like they'd turn down millions

what the fuck ever!"
11018,3,0,3,0,1,i love when the pussy smacking an it sound like u mixing spaghetti&#128541;
11019,3,1,2,0,1,i love you my nigguh but your a grown ass man https://t.co/utzj6i5uhj
11020,6,0,6,0,1,i loved her as much and as long as i could ma niggah .
11021,3,0,0,3,2,i luh to lick the middle like an oreo
11022,3,0,0,3,2,"i luv watching gas monkey, they be havin some classics on there."
11023,3,0,3,0,1,i made ya bitch sicc wit that one &#128514;
11024,3,0,3,0,1,i made you bitch
11025,6,0,6,0,1,i make bitches fly like peter pan do
11026,3,0,2,1,1,i masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before i get to look at it!
11027,3,0,0,3,2,i may or may not have at least 4 fob related tattoos already planned out.
11028,3,0,3,0,1,i mean i like to get nasty but tooting my ass up in a bitch face ain't in my freaky zone
11029,3,0,3,0,1,"i mean if a bitch whilin out, she gone get knocked tf out"
11030,4,1,3,0,1,"i mean if she a cunt, then she a cunt. it happens."
11031,3,0,1,2,2,"i mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" &#128530;"
11032,3,0,3,0,1,i mean we can get married. as long we can sign a prenuptial agreement. it's 2014 bitch.
11033,3,1,2,0,1,"i mean. i guess i start using this again, since faggot facebook blocked me for saying mean things to lady gaga"
11034,3,0,0,3,2,"i mean...if you blow a foul there, it has to be a yellow in that situation no?"
11035,3,0,3,0,1,i meant bitch niggas
11036,3,0,3,0,1,"i might freak the bitch, but dont need the bitch&#128080;"
11037,6,2,4,0,1,i miss britt god damn bitch real nigga over here baby &#128129;&#128526;&#128588;&#128581;&#128175;&#128079;&#128584;
11038,3,0,0,3,2,i miss twinkies and susie qs. tragic loss to society. what is next? pixie turtles?
11039,3,1,2,0,1,i miss having jihadist bitches in my crosshairs... ahhh the good ol days...
11040,3,0,3,0,1,"i miss her but i can't bitch i was the one who fucked up, whatever"
11041,3,0,3,0,1,i miss my fag friends
11042,3,0,3,0,1,i miss my flip phone .. that bitch never died
11043,3,0,0,3,2,i miss my monkey &#128533;
11044,6,0,6,0,1,"i miss you being a wee cheeky cunt to me, sad times #missabby"
11045,3,2,0,1,0,i missing something of my ofay friends. day all scared by da recent happenings. don't chu worry...ol lamar say you like da colored folk
11046,3,1,2,0,1,i moved that niggah anyways.
11047,3,0,3,0,1,i must be a bitch
11048,4,0,4,0,1,"i must have pissed this nigga off aha um, because he my hoe &amp; he acting outta line &#128514;&#128557;"
11049,3,0,3,0,1,i name my niggas after nba playersmy nigga larry bird is a strait fuckin#shooter
11050,3,0,3,0,1,i named my dick the truth cuz bitches can't handle it lmao
11051,3,0,3,0,1,"i named my penis ""the truth"" because bitches can't handle it."
11052,3,0,3,0,1,i need a belgian waffle and a couple bad bitches
11053,3,0,0,3,2,i need a spanish woman. they don't have ghetto names. they can cook. they down with u till the casket and they curvy.
11054,3,0,2,1,1,i need a bad bitch thats gon treat me good
11055,7,0,7,0,1,i need a bitch
11056,3,0,3,0,1,i need a bitch &#128533;
11057,6,1,5,0,1,i need a bitch to drop it down for me lol
11058,3,0,3,0,1,i need a bitch to go down like i need a beat
11059,6,0,6,0,1,i need a bitch to top me till i get sleepy &#128564;
11060,3,0,0,3,2,i need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;
11061,3,0,3,0,1,i need a girl from jamaica i can't fuck with these basic black bitches
11062,3,0,1,2,2,i need a heated bra because my nips hurt so bad!
11063,3,0,3,0,1,i need a new bitch
11064,3,0,3,0,1,i need a trippy bitch i ain't wit that cute shit
11065,3,0,0,3,2,i need like 43 fuzzy blankets to sleep &#128525;&#128139;
11066,3,0,3,0,1,i need me a bitch
11067,9,0,9,0,1,i need me a real loyal ass bitch &#128525;&#128553;&#128530;&#128548;&#128175;
11068,3,0,3,0,1,"i need one of those ""research"" street signs near usaa . hang that bitch above my bed lol"
11069,3,0,1,2,2,i need sleep but can't seem to get that place that let's you clam down and sleep :(
11070,3,0,3,0,1,"i need some good pussy, fuck"
11071,3,0,3,0,1,i need some new hoes
11072,3,0,3,0,1,"i need sum hoes ah sum, cuz i wake up all i have is hella emails &#128557;&#128299; but not a goodmoring or goodnight text. shit not even a single text &#9995;&#128529;"
11073,3,0,3,0,1,i need to change myself first. im retarded as fuck
11074,3,2,1,0,0,i need to chat with @spacejam_teeg . where dat nicca at? lol
11075,4,0,3,1,1,"i need to jump in the shop on fritag for 72 beers, hate looking like 20 odd.. i need to get 120 fags tae, going to look like a junkie"
11076,3,0,0,3,2,i need to pick between two wigs. the agony. ;__; my cute multi-colored bob or my red stevie nicks curly one?
11077,3,0,3,0,1,i need to re up on some hoes
11078,3,0,3,0,1,i need to stop being a little bitch lol
11079,3,3,0,0,0,i never had any friends the entire time i lived in #virginia. no one was cool to me. i hope those white trash southerners all die.
11080,3,0,2,1,1,i never played a bitch... but bitches most definitely played they self
11081,3,0,3,0,1,i never put no hoes b4 my bros
11082,3,1,2,0,1,i never seen a asian or chinese bitch pregnant ..shit i throught they kids just spawn like call of duty &#128514;&#128557;
11083,3,1,2,0,1,i never thought you could irritate me like. please stop being a fucking bitch. surprised your boyfriend puts up with you. #stupidspecs
11084,3,0,0,3,2,i nicknamed lux coach k because without him we would of never heard of duke lol charlie
11085,3,0,3,0,1,i once tried to be everything this bitch said she wanted in a man... that shit didn't get me anywhere.
11086,3,0,3,0,1,i only bring up lat name to the hoes i know with kids because they need to know
11087,3,0,3,0,1,i only fuck with bad bitches i'm stiff
11088,3,0,3,0,1,i only like women who&#8217;s pussy smell like burnt cheese
11089,3,0,3,0,1,i only respect bitches that respect theyself.# truu
11090,3,0,3,0,1,i only wanna see bad bitches on snap chat
11091,3,0,3,0,1,i ont care cuz i got hoes. dats rite i got plenty of em
11092,3,0,3,0,1,i ont like no dramatic bitch so i just separate myself n shit
11093,3,0,3,0,1,i ont like that game wit that retarded ass bird &#128530;
11094,3,0,1,2,2,i openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.
11095,3,0,3,0,1,"i ordered 8 chocolate chip cookies &amp; this bitch gave me fries smh , i couldn't even take the shit back because i was gon be late for work"
11096,3,0,3,0,1,i phone 6 cool but basic i'm girly bitch so dry n plain &#128553;
11097,3,0,2,1,1,i picked welbeck for my team. i have to be some kind of cunt yes
11098,3,0,1,2,2,i pictured angus running up the side of fob sharana with every day in afghanistan @returnto1776 http://t.co/zj1mk6w7ef
11099,3,0,3,0,1,"i plan on eating this entire motherfucking pizza i just ordered like a mufucka, bitch."
11100,3,2,1,0,0,i prefer jameis winston to not speak on tv at all. damn coon.
11101,3,0,3,0,1,i pull hoes tx.
11102,6,1,5,0,1,i pull up in a gimme yo bitch
11103,3,0,3,0,1,i put her pussy on the map!!!
11104,3,1,2,0,1,"i put it ona bitch make her bang ma set &#128076; i gave this hoe dick , i came i left &#9996;&#65039;"
